Gene_ID	COG_ID	COG_term	GO	Pfam_ID	Pfam_term	SwissProt_ID	SwissProt_term
fake_2M_genome_002438	gi|226311970|ref|YP_002771864.1|	gi|226311970|ref|YP_002771864.1| purine nucleoside phosphorylase I [Brevibacillus brevis NBRC 100599]	GO:0003824(catalytic activity);GO:0004731(purine-nucleoside phosphorylase activity);GO:0016740(transferase activity)	A0A094K4M2_9BACL/17-264	A0A094K4M2_9BACL/17-264 A0A094K4M2.1 PF01048.19;PNP_UDP_1;	sp|P77834|PUNA_GEOSE	sp|P77834|PUNA_GEOSE Purine nucleoside phosphorylase 1 OS=Geobacillus stearothermophilus GN=punA PE=1 SV=1
fake_2M_genome_002439	gi|226311969|ref|YP_002771863.1|	gi|226311969|ref|YP_002771863.1| phosphopentomutase [Brevibacillus brevis NBRC 100599]	GO:0006015(5-phosphoribose 1-diphosphate biosynthetic process);GO:0008973(phosphopentomutase activity);GO:0000287(magnesium ion binding);GO:0005737(cytoplasm);GO:0005737(cytoplasm)	A0A0N0HGK6_THEVU/5-381	A0A0N0HGK6_THEVU/5-381 A0A0N0HGK6.1 PF01676.17;Metalloenzyme;	sp|C0ZC50|DEOB_BREBN	sp|C0ZC50|DEOB_BREBN Phosphopentomutase OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) GN=deoB PE=3 SV=1
fake_2M_genome_002440	-	-	-	A0A094JNL1_9BACL/6-81	A0A094JNL1_9BACL/6-81 A0A094JNL1.1 PF14004.5;DUF4227;	-	-
fake_2M_genome_002441	gi|78043495|ref|YP_359521.1|	gi|78043495|ref|YP_359521.1| alanine dehydrogenase [Carboxydothermus hydrogenoformans Z-2901]	GO:0000286(alanine dehydrogenase activity);GO:0005737(cytoplasm);GO:0005829(cytosol);GO:0042853(L-alanine catabolic process);GO:0000166(nucleotide binding);GO:0000286(alanine dehydrogenase activity);GO:0000286(alanine dehydrogenase activity)	A0A094LWJ3_9BACL/141-355	A0A094LWJ3_9BACL/141-355 A0A094LWJ3.1 PF01262.20;AlaDh_PNT_C;	sp|Q6LX40|DHA_METMP	sp|Q6LX40|DHA_METMP Alanine dehydrogenase OS=Methanococcus maripaludis (strain S2 / LL) GN=ald PE=1 SV=1
fake_2M_genome_002442	gi|255767511|ref|NP_390233.2|	gi|255767511|ref|NP_390233.2| ferric uptake regulation protein [Bacillus subtilis subsp. subtilis str. 168]	GO:0000976(transcription regulatory region sequence-specific DNA binding);GO:0000976(transcription regulatory region sequence-specific DNA binding);GO:0003677(DNA binding);GO:0003700(DNA binding transcription factor activity);GO:0005737(cytoplasm);GO:0032993(protein-DNA complex);GO:0045892(negative regulation of transcription, DNA-templated);GO:0000976(transcription regulatory region sequence-specific DNA binding);GO:0000976(transcription regulatory region sequence-specific DNA binding);GO:0000976(transcription regulatory region sequence-specific DNA binding)	A0A0N0YDC5_THEVU/14-149	A0A0N0YDC5_THEVU/14-149 A0A0N0YDC5.1 PF01475.18;FUR;	sp|P54574|FUR_BACSU	sp|P54574|FUR_BACSU Ferric uptake regulation protein OS=Bacillus subtilis (strain 168) GN=fur PE=1 SV=2
fake_2M_genome_002443	gi|226311965|ref|YP_002771859.1|	gi|226311965|ref|YP_002771859.1| stage II sporulation protein M [Brevibacillus brevis NBRC 100599]	GO:0030428(cell septum);GO:0042173(regulation of sporulation resulting in formation of a cellular spore);GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0030428(cell septum)	A0A094K4J6_9BACL/25-203	A0A094K4J6_9BACL/25-203 A0A094K4J6.1 PF01944.16;SpoIIM;	sp|P37873|SP2M_BACSU	sp|P37873|SP2M_BACSU Stage II sporulation protein M OS=Bacillus subtilis (strain 168) GN=spoIIM PE=1 SV=1
fake_2M_genome_002444	-	-	-	-	-	-	-
fake_2M_genome_002445	gi|337746969|ref|YP_004641131.1|	gi|337746969|ref|YP_004641131.1| hypothetical protein KNP414_02700 [Paenibacillus mucilaginosus KNP414]	GO:0003824(catalytic activity)	A0A094JNK6_9BACL/193-245	A0A094JNK6_9BACL/193-245 A0A094JNK6.1 PF13263.5;PHP_C;	sp|P38423|YQXK_BACSU	sp|P38423|YQXK_BACSU Uncharacterized protein YqxK OS=Bacillus subtilis (strain 168) GN=yqxK PE=4 SV=3
fake_2M_genome_002446	gi|212638832|ref|YP_002315352.1|	gi|212638832|ref|YP_002315352.1| NTP pyrophosphohydrolase [Anoxybacillus flavithermus WK1]	GO:0000287(magnesium ion binding);GO:0016787(hydrolase activity);GO:0016787(hydrolase activity)	A0A094LWI6_9BACL/42-169	A0A094LWI6_9BACL/42-169 A0A094LWI6.1 PF00293.27;NUDIX;	sp|Q8KP10|ACT_BACMT	sp|Q8KP10|ACT_BACMT Methanol dehydrogenase activator OS=Bacillus methanolicus GN=act PE=1 SV=1
fake_2M_genome_002447	gi|386713264|ref|YP_006179587.1|	gi|386713264|ref|YP_006179587.1| manganese catalase [Halobacillus halophilus DSM 2266]	GO:0006974(cellular response to DNA damage stimulus)	A0A094JKC0_9BACL/1-293	A0A094JKC0_9BACL/1-293 A0A094JKC0.1 PF05067.11;Mn_catalase;	sp|O34423|YJQC_BACSU	sp|O34423|YJQC_BACSU Uncharacterized protein YjqC OS=Bacillus subtilis (strain 168) GN=yjqC PE=3 SV=2
fake_2M_genome_002448	-	-	-	A0A0M2SRQ1_9BACI/7-70	A0A0M2SRQ1_9BACI/7-70 A0A0M2SRQ1.1 PF10842.7;DUF2642;	-	-
fake_2M_genome_002449	-	-	-	-	-	-	-
fake_2M_genome_002450	gi|375008448|ref|YP_004982081.1|	gi|375008448|ref|YP_004982081.1| fructosamine/Ketosamine-3-kinase [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0016301(kinase activity);GO:0016301(kinase activity)	A0A094K4J0_9BACL/1-289	A0A094K4J0_9BACL/1-289 A0A094K4J0.1 PF03881.13;Fructosamin_kin;	sp|P74594|Y1563_SYNY3	sp|P74594|Y1563_SYNY3 Putative kinase slr1563 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1563 PE=3 SV=1
fake_2M_genome_002451	gi|53804058|ref|YP_114349.1|	gi|53804058|ref|YP_114349.1| cation transporter E1-E2 family ATPase [Methylococcus capsulatus str. Bath]	-	A0A094JI41_9BACL/14-264	A0A094JI41_9BACL/14-264 A0A094JI41.1 PF12787.6;EcsC;	sp|P96596|YDBA_BACSU	sp|P96596|YDBA_BACSU Uncharacterized protein YdbA OS=Bacillus subtilis (strain 168) GN=ydbA PE=4 SV=1
fake_2M_genome_002452	gi|375009417|ref|YP_004983050.1|	gi|375009417|ref|YP_004983050.1| hypothetical protein [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0006508(proteolysis);GO:0006508(proteolysis)	A0A094JNK1_9BACL/73-369	A0A094JNK1_9BACL/73-369 A0A094JNK1.1 PF01546.27;Peptidase_M20;	sp|P54542|YQJE_BACSU	sp|P54542|YQJE_BACSU Uncharacterized protein YqjE OS=Bacillus subtilis (strain 168) GN=yqjE PE=3 SV=2
fake_2M_genome_002453	gi|226312277|ref|YP_002772171.1|	gi|226312277|ref|YP_002772171.1| propionyl-CoA carboxylase [Brevibacillus brevis NBRC 100599]	GO:0009062(fatty acid catabolic process);GO:0000166(nucleotide binding);GO:0003989(acetyl-CoA carboxylase activity);GO:0004658(propionyl-CoA carboxylase activity)	A0A094LWI0_9BACL/26-511	A0A094LWI0_9BACL/26-511 A0A094LWI0.1 PF01039.21;Carboxyl_trans;	sp|P54541|PCCB_BACSU	sp|P54541|PCCB_BACSU Putative propionyl-CoA carboxylase beta chain OS=Bacillus subtilis (strain 168) GN=yqjD PE=3 SV=2
fake_2M_genome_002454	gi|386714741|ref|YP_006181064.1|	gi|386714741|ref|YP_006181064.1| methylmalonyl-CoA mutase small subunit [Halobacillus halophilus DSM 2266]	GO:0004493(methylmalonyl-CoA epimerase activity);GO:0004493(methylmalonyl-CoA epimerase activity);GO:0016853(isomerase activity)	A0A094JKB3_9BACL/10-120	A0A094JKB3_9BACL/10-120 A0A094JKB3.1 PF13669.5;Glyoxalase_4;	sp|O58010|MCE_PYRHO	sp|O58010|MCE_PYRHO Methylmalonyl-CoA epimerase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) GN=PH0272 PE=1 SV=1
fake_2M_genome_002455	gi|20807673|ref|NP_622844.1|	gi|20807673|ref|NP_622844.1| methylmalonyl-CoA mutase C-terminal domain-containing protein, partial [Thermoanaerobacter tengcongensis MB4]	GO:0005515(protein binding);GO:0016853(isomerase activity);GO:0003824(catalytic activity);GO:0004494(methylmalonyl-CoA mutase activity);GO:0004494(methylmalonyl-CoA mutase activity)	A0A094K4I6_9BACL/7-124	A0A094K4I6_9BACL/7-124 A0A094K4I6.1 PF02310.18;B12-binding;	sp|P27253|SCPA_ECOLI	sp|P27253|SCPA_ECOLI Methylmalonyl-CoA mutase OS=Escherichia coli (strain K12) GN=scpA PE=1 SV=2
fake_2M_genome_002456	gi|295695942|ref|YP_003589180.1|	gi|295695942|ref|YP_003589180.1| methylmalonyl-CoA mutase large subunit [Kyrpidia tusciae DSM 2912]	GO:0004494(methylmalonyl-CoA mutase activity);GO:0004494(methylmalonyl-CoA mutase activity);GO:0005739(mitochondrion);GO:0005739(mitochondrion);GO:0005739(mitochondrion);GO:0005759(mitochondrial matrix);GO:0003824(catalytic activity);GO:0004494(methylmalonyl-CoA mutase activity);GO:0004494(methylmalonyl-CoA mutase activity)	A0A094JI37_9BACL/32-541	A0A094JI37_9BACL/32-541 A0A094JI37.1 PF01642.21;MM_CoA_mutase;	sp|P16332|MUTA_MOUSE	sp|P16332|MUTA_MOUSE Methylmalonyl-CoA mutase, mitochondrial OS=Mus musculus GN=Mut PE=1 SV=2
fake_2M_genome_002457	-	-	-	-	-	-	-
fake_2M_genome_002458	gi|226311958|ref|YP_002771852.1|	gi|226311958|ref|YP_002771852.1| lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex [Brevibacillus brevis NBRC 100599]	GO:0006096(glycolytic process);GO:0008152(metabolic process);GO:0043754(dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity)	A0A094JNJ5_9BACL/201-429	A0A094JNJ5_9BACL/201-429 A0A094JNJ5.1 PF00198.22;2-oxoacid_dh;	sp|P37942|ODB2_BACSU	sp|P37942|ODB2_BACSU Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex OS=Bacillus subtilis (strain 168) GN=bfmBB PE=3 SV=1
fake_2M_genome_002459	gi|226311957|ref|YP_002771851.1|	gi|226311957|ref|YP_002771851.1| 2-oxoisovalerate dehydrogenase beta subunit [Brevibacillus brevis NBRC 100599]	GO:0003824(catalytic activity);GO:0003863(3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity);GO:0016491(oxidoreductase activity)	A0A094LWH3_9BACL/3-179	A0A094LWH3_9BACL/3-179 A0A094LWH3.1 PF02779.23;Transket_pyr;	sp|P37941|ODBB_BACSU	sp|P37941|ODBB_BACSU 2-oxoisovalerate dehydrogenase subunit beta OS=Bacillus subtilis (strain 168) GN=bfmBAB PE=1 SV=1
fake_2M_genome_002460	gi|449091122|ref|YP_007423563.1|	gi|449091122|ref|YP_007423563.1| BfmBAa [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0003826(alpha-ketoacid dehydrogenase activity);GO:0003863(3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity);GO:0016491(oxidoreductase activity)	A0A094JKA7_9BACL/20-321	A0A094JKA7_9BACL/20-321 A0A094JKA7.1 PF00676.19;E1_dh;	sp|P37940|ODBA_BACSU	sp|P37940|ODBA_BACSU 2-oxoisovalerate dehydrogenase subunit alpha OS=Bacillus subtilis (strain 168) GN=bfmBAA PE=1 SV=1
fake_2M_genome_002461	gi|212638802|ref|YP_002315322.1|	gi|212638802|ref|YP_002315322.1| dihydrolipoamide dehydrogenase [Anoxybacillus flavithermus WK1]	GO:0005737(cytoplasm);GO:0022900(electron transport chain);GO:0004148(dihydrolipoyl dehydrogenase activity);GO:0004148(dihydrolipoyl dehydrogenase activity);GO:0005737(cytoplasm)	A0A094K4I1_9BACL/5-336	A0A094K4I1_9BACL/5-336 A0A094K4I1.1 PF07992.13;Pyr_redox_2;	sp|P54533|DLDH2_BACSU	sp|P54533|DLDH2_BACSU Dihydrolipoyl dehydrogenase OS=Bacillus subtilis (strain 168) GN=bfmBC PE=3 SV=1
fake_2M_genome_002462	gi|212638801|ref|YP_002315321.1|	gi|212638801|ref|YP_002315321.1| butyrate kinase [Anoxybacillus flavithermus WK1]	GO:0047761(butyrate kinase activity);GO:0000166(nucleotide binding);GO:0005524(ATP binding);GO:0005737(cytoplasm)	A0A094JI34_9BACL/7-357	A0A094JI34_9BACL/7-357 A0A094JI34.1 PF00871.16;Acetate_kinase;	sp|P54532|BUK_BACSU	sp|P54532|BUK_BACSU Probable butyrate kinase OS=Bacillus subtilis (strain 168) GN=buk PE=3 SV=2
fake_2M_genome_002463	gi|375009442|ref|YP_004983075.1|	gi|375009442|ref|YP_004983075.1| leucine dehydrogenase [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0050049(leucine dehydrogenase activity);GO:0006520(cellular amino acid metabolic process);GO:0006552(leucine catabolic process);GO:0009083(branched-chain amino acid catabolic process)	C5D456_GEOSW/141-351	C5D456_GEOSW/141-351 C5D456.1 PF00208.20;ELFV_dehydrog;	sp|Q60030|DHLE_THEIN	sp|Q60030|DHLE_THEIN Leucine dehydrogenase OS=Thermoactinomyces intermedius GN=ldh PE=1 SV=1
fake_2M_genome_002464	gi|375009443|ref|YP_004983076.1|	gi|375009443|ref|YP_004983076.1| phosphate butyryltransferase [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0050182(phosphate butyryltransferase activity);GO:0008152(metabolic process);GO:0016740(transferase activity);GO:0019605(butyrate metabolic process)	A0A094LWG7_9BACL/66-288	A0A094LWG7_9BACL/66-288 A0A094LWG7.1 PF01515.18;PTA_PTB;	sp|P58255|PTB_CLOAB	sp|P58255|PTB_CLOAB Phosphate butyryltransferase OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) GN=ptb PE=3 SV=1
fake_2M_genome_002465	gi|226311953|ref|YP_002771847.1|	gi|226311953|ref|YP_002771847.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]	GO:0005886(plasma membrane);GO:0000160(phosphorelay signal transduction system);GO:0003677(DNA binding);GO:0005622(intracellular)	A0A094JKA2_9BACL/368-536	A0A094JKA2_9BACL/368-536 A0A094JKA2.1 PF00158.25;Sigma54_activat;	sp|P54529|YQIR_BACSU	sp|P54529|YQIR_BACSU Putative sigma L-dependent transcriptional regulator YqiR OS=Bacillus subtilis (strain 168) GN=yqiR PE=4 SV=1
fake_2M_genome_002466	-	-	-	A0A094K4H7_9BACL/9-83	A0A094K4H7_9BACL/9-83 A0A094K4H7.1 PF11118.7;DUF2627;	-	-
fake_2M_genome_002467	gi|393202352|ref|YP_006464194.1|	gi|393202352|ref|YP_006464194.1| RND superfamily drug exporter [Solibacillus silvestris StLB046]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0016020(membrane)	A0A0M0X1C1_9BACI/48-378	A0A0M0X1C1_9BACI/48-378 A0A0M0X1C1.1 PF03176.14;MMPL;	sp|O54101|MMPLB_STRCO	sp|O54101|MMPLB_STRCO Putative membrane protein SCO5905 OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO5905 PE=3 SV=1
fake_2M_genome_002468	gi|430751681|ref|YP_007214589.1|	gi|430751681|ref|YP_007214589.1| transcriptional regulator [Thermobacillus composti KWC4]	-	A0A094M0H3_9BACL/12-58	A0A094M0H3_9BACL/12-58 A0A094M0H3.1 PF00440.22;TetR_N;	-	-
fake_2M_genome_002469	gi|15614126|ref|NP_242429.1|	gi|15614126|ref|NP_242429.1| superoxide dismutase [Bacillus halodurans C-125]	GO:0019430(removal of superoxide radicals);GO:0004784(superoxide dismutase activity);GO:0004784(superoxide dismutase activity);GO:0016491(oxidoreductase activity)	W4Q1P2_9BACI/184-286	W4Q1P2_9BACI/184-286 W4Q1P2.1 PF02777.17;Sod_Fe_C;	sp|O35023|SODF_BACSU	sp|O35023|SODF_BACSU Probable superoxide dismutase [Fe] OS=Bacillus subtilis (strain 168) GN=sodF PE=3 SV=1
fake_2M_genome_002470	-	-	-	-	-	-	-
fake_2M_genome_002471	gi|337746956|ref|YP_004641118.1|	gi|337746956|ref|YP_004641118.1| protein Spo0A [Paenibacillus mucilaginosus KNP414]	GO:0008356(asymmetric cell division);GO:0032022(multicellular pellicle formation);GO:0000160(phosphorelay signal transduction system);GO:0000160(phosphorelay signal transduction system);GO:0005737(cytoplasm)	A0A094JM71_9BACL/6-120	A0A094JM71_9BACL/6-120 A0A094JM71.1 PF00072.23;Response_reg;	sp|P06534|SP0A_BACSU	sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1
fake_2M_genome_002472	-	-	-	-	-	-	-
fake_2M_genome_002473	gi|375009627|ref|YP_004983260.1|	gi|375009627|ref|YP_004983260.1| proton/sodium-glutamate symport protein [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0055085(transmembrane transport);GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0015293(symporter activity)	A0A0N1K536_THEVU/6-401	A0A0N1K536_THEVU/6-401 A0A0N1K536.1 PF00375.17;SDF;	sp|P24943|GLTT_GEOSE	sp|P24943|GLTT_GEOSE Proton/sodium-glutamate symport protein OS=Geobacillus stearothermophilus GN=gltT PE=1 SV=1
fake_2M_genome_002474	-	-	-	-	-	-	-
fake_2M_genome_002475	-	-	-	-	-	-	-
fake_2M_genome_002476	-	-	-	C0ZKA3_BREBN/82-220	C0ZKA3_BREBN/82-220 C0ZKA3.1 PF06790.10;UPF0259;	-	-
fake_2M_genome_002477	gi|374988842|ref|YP_004964337.1|	gi|374988842|ref|YP_004964337.1| hypothetical protein SBI_06086 [Streptomyces bingchenggensis BCW-1]	-	F5SF88_9BACL/2-178	F5SF88_9BACL/2-178 F5SF88.1 PF00413.23;Peptidase_M10;	-	-
fake_2M_genome_002478	gi|337746955|ref|YP_004641117.1|	gi|337746955|ref|YP_004641117.1| serine peptidase SpoIVB [Paenibacillus mucilaginosus KNP414]	GO:0006508(proteolysis)	F5SB29_9BACL/214-423	F5SB29_9BACL/214-423 F5SB29.1 PF05580.11;Peptidase_S55;	sp|P17896|SP4B_BACSU	sp|P17896|SP4B_BACSU SpoIVB peptidase OS=Bacillus subtilis (strain 168) GN=spoIVB PE=1 SV=2
fake_2M_genome_002479	gi|226311933|ref|YP_002771827.1|	gi|226311933|ref|YP_002771827.1| DNA repair protein [Brevibacillus brevis NBRC 100599]	GO:0000166(nucleotide binding);GO:0005524(ATP binding)	A0A094JM76_9BACL/1-519	A0A094JM76_9BACL/1-519 A0A094JM76.1 PF02463.18;SMC_N;	sp|Q9K974|RECN_BACHD	sp|Q9K974|RECN_BACHD DNA repair protein RecN OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=recN PE=3 SV=1
fake_2M_genome_002480	gi|15615340|ref|NP_243643.1|	gi|15615340|ref|NP_243643.1| arginine repressor [Bacillus halodurans C-125]	GO:0006526(arginine biosynthetic process);GO:0003677(DNA binding);GO:0003700(DNA binding transcription factor activity);GO:0005737(cytoplasm)	A0A094K8K3_9BACL/80-147	A0A094K8K3_9BACL/80-147 A0A094K8K3.1 PF02863.17;Arg_repressor_C;	sp|Q9K973|ARGR_BACHD	sp|Q9K973|ARGR_BACHD Arginine repressor OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=argR PE=1 SV=1
fake_2M_genome_002481	gi|226311931|ref|YP_002771825.1|	gi|226311931|ref|YP_002771825.1| inorganic polyphosphate/ATP-NAD kinase [Brevibacillus brevis NBRC 100599]	GO:0005737(cytoplasm);GO:0000166(nucleotide binding);GO:0003951(NAD+ kinase activity);GO:0003951(NAD+ kinase activity)	A0A094JPD9_9BACL/3-267	A0A094JPD9_9BACL/3-267 A0A094JPD9.1 PF01513.20;NAD_kinase;	sp|A5D2Z8|NADK_PELTS	sp|A5D2Z8|NADK_PELTS NAD kinase OS=Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI) GN=nadK PE=3 SV=1
fake_2M_genome_002482	gi|302389862|ref|YP_003825683.1|	gi|302389862|ref|YP_003825683.1| hypothetical protein Toce_1305 [Thermosediminibacter oceani DSM 16646]	-	-	-	-	-
fake_2M_genome_002483	gi|430750179|ref|YP_007213087.1|	gi|430750179|ref|YP_007213087.1| hemolysin A [Thermobacillus composti KWC4]	GO:0003723(RNA binding);GO:0003723(RNA binding)	A0A094M0I3_9BACL/61-245	A0A094M0I3_9BACL/61-245 A0A094M0I3.1 PF01728.18;FtsJ;	sp|P19672|YQXC_BACSU	sp|P19672|YQXC_BACSU Putative rRNA methyltransferase YqxC OS=Bacillus subtilis (strain 168) GN=yqxC PE=3 SV=3
fake_2M_genome_002484	gi|337746950|ref|YP_004641112.1|	gi|337746950|ref|YP_004641112.1| hypothetical protein KNP414_02681 [Paenibacillus mucilaginosus KNP414]	GO:0052865(1-deoxy-D-xylulose 5-phosphate biosynthetic process);GO:0003824(catalytic activity);GO:0008299(isoprenoid biosynthetic process);GO:0008661(1-deoxy-D-xylulose-5-phosphate synthase activity)	A0A094JSP1_9BACL/3-278	A0A094JSP1_9BACL/3-278 A0A094JSP1.1 PF13292.5;DXP_synthase_N;	sp|Q5WF63|DXS_BACSK	sp|Q5WF63|DXS_BACSK 1-deoxy-D-xylulose-5-phosphate synthase OS=Bacillus clausii (strain KSM-K16) GN=dxs PE=3 SV=1
fake_2M_genome_002485	gi|337746949|ref|YP_004641111.1|	gi|337746949|ref|YP_004641111.1| polyprenyl synthetase [Paenibacillus mucilaginosus KNP414]	GO:0008299(isoprenoid biosynthetic process);GO:0004337(geranyltranstransferase activity);GO:0005737(cytoplasm);GO:0005737(cytoplasm)	A0A094K8K6_9BACL/30-278	A0A094K8K6_9BACL/30-278 A0A094K8K6.1 PF00348.16;polyprenyl_synt;	sp|Q08291|ISPA_GEOSE	sp|Q08291|ISPA_GEOSE Farnesyl diphosphate synthase OS=Geobacillus stearothermophilus PE=1 SV=1
fake_2M_genome_002486	gi|94970454|ref|YP_592502.1|	gi|94970454|ref|YP_592502.1| exodeoxyribonuclease VII small subunit [Candidatus Koribacter versatilis Ellin345]	GO:0008855(exodeoxyribonuclease VII activity);GO:0090305(nucleic acid phosphodiester bond hydrolysis);GO:0004518(nuclease activity);GO:0005737(cytoplasm);GO:0006308(DNA catabolic process)	A0A094JPE6_9BACL/15-66	A0A094JPE6_9BACL/15-66 A0A094JPE6.1 PF02609.15;Exonuc_VII_S;	sp|A0LI55|EX7S_SYNFM	sp|A0LI55|EX7S_SYNFM Exodeoxyribonuclease 7 small subunit OS=Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB) GN=xseB PE=3 SV=1
fake_2M_genome_002487	gi|449091140|ref|YP_007423581.1|	gi|449091140|ref|YP_007423581.1| exodeoxyribonuclease VII large subunit [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0008855(exodeoxyribonuclease VII activity);GO:0090305(nucleic acid phosphodiester bond hydrolysis);GO:0003676(nucleic acid binding);GO:0004518(nuclease activity);GO:0005737(cytoplasm)	A0A094M0J0_9BACL/129-444	A0A094M0J0_9BACL/129-444 A0A094M0J0.1 PF02601.14;Exonuc_VII_L;	sp|A7GSJ8|EX7L_BACCN	sp|A7GSJ8|EX7L_BACCN Exodeoxyribonuclease 7 large subunit OS=Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98) GN=xseA PE=3 SV=1
fake_2M_genome_002488	gi|393200425|ref|YP_006462267.1|	gi|393200425|ref|YP_006462267.1| 5,10-methylene-tetrahydrofolate dehydrogenase [Solibacillus silvestris StLB046]	GO:0035999(tetrahydrofolate interconversion);GO:0000105(histidine biosynthetic process);GO:0003824(catalytic activity);GO:0004477(methenyltetrahydrofolate cyclohydrolase activity)	A0A094JSP6_9BACL/123-282	A0A094JSP6_9BACL/123-282 A0A094JSP6.1 PF02882.18;THF_DHG_CYH_C;	sp|C0ZC05|FOLD_BREBN	sp|C0ZC05|FOLD_BREBN Bifunctional protein FolD OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) GN=folD PE=3 SV=1
fake_2M_genome_002489	gi|449091142|ref|YP_007423583.1|	gi|449091142|ref|YP_007423583.1| transcription antitermination protein NusB [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0003723(RNA binding);GO:0003723(RNA binding)	A0A094JM85_9BACL/4-129	A0A094JM85_9BACL/4-129 A0A094JM85.1 PF01029.17;NusB;	sp|A3DDP0|NUSB_CLOTH	sp|A3DDP0|NUSB_CLOTH N utilization substance protein B homolog OS=Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) GN=nusB PE=3 SV=1
fake_2M_genome_002490	gi|337746942|ref|YP_004641104.1|	gi|337746942|ref|YP_004641104.1| hypothetical protein KNP414_02673 [Paenibacillus mucilaginosus KNP414]	-	A0A094K8L0_9BACL/11-116	A0A094K8L0_9BACL/11-116 A0A094K8L0.1 PF03780.12;Asp23;	sp|P54519|YQHY_BACSU	sp|P54519|YQHY_BACSU Uncharacterized protein YqhY OS=Bacillus subtilis (strain 168) GN=yqhY PE=3 SV=2
fake_2M_genome_002491	gi|226311918|ref|YP_002771812.1|	gi|226311918|ref|YP_002771812.1| biotin carboxylase [Brevibacillus brevis NBRC 100599]	GO:2001295(malonyl-CoA biosynthetic process);GO:0000166(nucleotide binding);GO:0003824(catalytic activity);GO:0003989(acetyl-CoA carboxylase activity)	A0A094JPF0_9BACL/115-324	A0A094JPF0_9BACL/115-324 A0A094JPF0.1 PF02786.16;CPSase_L_D2;	sp|P49787|ACCC1_BACSU	sp|P49787|ACCC1_BACSU Biotin carboxylase 1 OS=Bacillus subtilis (strain 168) GN=accC1 PE=3 SV=3
fake_2M_genome_002492	gi|15615351|ref|NP_243654.1|	gi|15615351|ref|NP_243654.1| acetyl-CoA carboxylase biotin carboxyl carrier protein subunit [Bacillus halodurans C-125]	GO:0003989(acetyl-CoA carboxylase activity);GO:0006629(lipid metabolic process);GO:0006633(fatty acid biosynthetic process)	A0A094M0J6_9BACL/97-171	A0A094M0J6_9BACL/97-171 A0A094M0J6.1 PF00364.21;Biotin_lipoyl;	sp|P49786|BCCP_BACSU	sp|P49786|BCCP_BACSU Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Bacillus subtilis (strain 168) GN=accB PE=1 SV=2
fake_2M_genome_002493	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0005515(protein binding);GO:0005515(protein binding);GO:0005515(protein binding)	A0A094JSQ3_9BACL/6-183	A0A094JSQ3_9BACL/6-183 A0A094JSQ3.1 PF12685.6;SpoIIIAH;	sp|P49785|SP3AH_BACSU	sp|P49785|SP3AH_BACSU Stage III sporulation protein AH OS=Bacillus subtilis (strain 168) GN=spoIIIAH PE=1 SV=3
fake_2M_genome_002494	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	-	-	sp|P49784|SP3AG_BACSU	sp|P49784|SP3AG_BACSU Stage III sporulation protein AG OS=Bacillus subtilis (strain 168) GN=spoIIIAG PE=4 SV=3
