Gene_ID	COG_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_002036	gi|430750271|ref|YP_007213179.1|	64.4	87	30	1	1	86	1	87	9.2e-23	109	gi|430750271|ref|YP_007213179.1| nucleic-acid-binding protein implicated in transcription termination [Thermobacillus composti KWC4]
fake_2M_genome_002037	gi|337750004|ref|YP_004644166.1|	60.6	94	37	0	2	95	5	98	7.3e-26	119.4	gi|337750004|ref|YP_004644166.1| protein RplGA [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002038	gi|295696158|ref|YP_003589396.1|	71.3	593	170	0	151	743	262	854	2.1e-242	841.6	gi|295696158|ref|YP_003589396.1| translation initiation factor IF-2 [Kyrpidia tusciae DSM 2912]
fake_2M_genome_002039	gi|313673259|ref|YP_004051370.1|	42.5	80	46	0	1	80	1	80	1.1e-10	68.9	gi|313673259|ref|YP_004051370.1| hypothetical protein Calni_1299 [Calditerrivibrio nitroreducens DSM 19672]
fake_2M_genome_002040	gi|226313018|ref|YP_002772912.1|	58.8	119	48	1	1	119	1	118	8.8e-34	146	gi|226313018|ref|YP_002772912.1| ribosome binding factor A [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002041	gi|430750267|ref|YP_007213175.1|	46.6	320	169	1	2	319	10	329	5.2e-81	304.3	gi|430750267|ref|YP_007213175.1| exopolyphosphatase-like protein [Thermobacillus composti KWC4]
fake_2M_genome_002042	gi|337750000|ref|YP_004644162.1|	46.4	308	153	5	1	300	1	304	2.4e-75	285.4	gi|337750000|ref|YP_004644162.1| tRNA pseudouridine synthase B [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002043	gi|226313015|ref|YP_002772909.1|	47.9	309	156	2	1	307	1	306	3.9e-81	304.7	gi|226313015|ref|YP_002772909.1| riboflavin biosynthesis protein RibC [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002044	gi|15614971|ref|NP_243274.1|	75.3	89	22	0	1	89	1	89	2.6e-30	134	gi|15614971|ref|NP_243274.1| 30S ribosomal protein S15 [Bacillus halodurans C-125]
fake_2M_genome_002045	gi|15614970|ref|NP_243273.1|	73.4	704	180	2	2	705	4	700	1.3e-286	988.4	gi|15614970|ref|NP_243273.1| polynucleotide phosphorylase/polyadenylase [Bacillus halodurans C-125]
fake_2M_genome_002046	gi|337749996|ref|YP_004644158.1|	51.6	277	133	1	49	325	69	344	4.2e-78	294.7	gi|337749996|ref|YP_004644158.1| polysaccharide deacetylase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002047	gi|375008243|ref|YP_004981876.1|	57.8	412	174	0	1	412	3	414	3.6e-135	484.6	gi|375008243|ref|YP_004981876.1| putative zinc protease ymxG [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002048	gi|430750260|ref|YP_007213168.1|	63.7	146	53	0	1	146	1	146	7.4e-51	203	gi|430750260|ref|YP_007213168.1| deoxyuridine 5'-triphosphate nucleotidohydrolase Dut [Thermobacillus composti KWC4]
fake_2M_genome_002050	gi|339627970|ref|YP_004719613.1|	43.2	74	41	1	9	82	1	73	4.1e-10	67	gi|339627970|ref|YP_004719613.1| YlmC/YmxH family sporulation protein [Sulfobacillus acidophilus TPY]
fake_2M_genome_002051	gi|226313008|ref|YP_002772902.1|	62.9	291	108	0	1	291	1	291	1.3e-102	375.9	gi|226313008|ref|YP_002772902.1| dipicolinate synthase subunit A [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002052	gi|430750258|ref|YP_007213166.1|	64.6	195	69	0	3	197	4	198	1.9e-73	278.5	gi|430750258|ref|YP_007213166.1| dipicolinic acid synthetase subunit B [Thermobacillus composti KWC4]
fake_2M_genome_002053	gi|226313006|ref|YP_002772900.1|	70	337	101	0	6	342	7	343	6.9e-132	473.4	gi|226313006|ref|YP_002772900.1| aspartate-semialdehyde dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002054	gi|226313005|ref|YP_002772899.1|	60.6	404	159	0	1	404	1	404	1.4e-136	489.2	gi|226313005|ref|YP_002772899.1| aspartokinase 1 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002055	gi|15614305|ref|NP_242608.1|	56.2	283	124	0	1	283	1	283	6.1e-89	330.5	gi|15614305|ref|NP_242608.1| dihydrodipicolinate synthase [Bacillus halodurans C-125]
fake_2M_genome_002057	gi|337749987|ref|YP_004644149.1|	74.1	559	142	2	1	557	1	558	1.7e-241	838.2	gi|337749987|ref|YP_004644149.1| protein RnjA2 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002058	gi|169828259|ref|YP_001698417.1|	62.4	186	69	1	1	185	1	186	1.5e-56	222.2	gi|169828259|ref|YP_001698417.1| hypothetical protein Bsph_2749 [Lysinibacillus sphaericus C3-41]
fake_2M_genome_002059	gi|257062783|ref|YP_003142455.1|	44.2	138	70	3	124	258	28	161	8.5e-26	120.6	gi|257062783|ref|YP_003142455.1| CHAP domain-containing protein [Slackia heliotrinireducens DSM 20476]
fake_2M_genome_002060	gi|449090624|ref|YP_007423065.1|	40.3	124	68	2	39	158	36	157	2.2e-16	88.6	gi|449090624|ref|YP_007423065.1| N-acetylmuramoyl-L-alanine amidase [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_002062	gi|488774669|ref|YP_007944085.1|	68.3	104	33	0	1	104	1	104	1.3e-33	145.2	gi|488774669|ref|YP_007944085.1| cation/cationic drug transporter [Desulfotomaculum gibsoniae DSM 7213]
fake_2M_genome_002063	gi|337749356|ref|YP_004643518.1|	41.9	3250	1784	38	215	3380	197	3425	0	2518.8	gi|337749356|ref|YP_004643518.1| fusaricidin synthetase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002064	gi|226312375|ref|YP_002772269.1|	42.5	3568	1992	34	3	3524	6	3559	0	2860.5	gi|226312375|ref|YP_002772269.1| tyrocidine synthetase II [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002066	gi|438001553|ref|YP_007271296.1|	66.1	307	101	1	1	304	20	326	4e-110	401	gi|438001553|ref|YP_007271296.1| dihydroxyacetone kinase, N-terminal domain [Tepidanaerobacter acetatoxydans Re1]
fake_2M_genome_002067	gi|386715277|ref|YP_006181600.1|	49.8	201	94	4	6	202	3	200	8.4e-48	193.4	gi|386715277|ref|YP_006181600.1| dihydroxyacetone kinase subunit DhaL [Halobacillus halophilus DSM 2266]
fake_2M_genome_002068	gi|20808398|ref|NP_623569.1|	54.7	128	55	2	4	128	7	134	2.7e-28	127.9	gi|20808398|ref|NP_623569.1| hypothetical protein TTE1995 [Thermoanaerobacter tengcongensis MB4]
fake_2M_genome_002069	gi|430750253|ref|YP_007213161.1|	71	224	65	0	12	235	20	243	2.3e-89	331.6	gi|430750253|ref|YP_007213161.1| protease subunit of ATP-dependent protease [Thermobacillus composti KWC4]
fake_2M_genome_002071	gi|226313000|ref|YP_002772894.1|	51.4	804	315	14	4	759	5	780	2.4e-196	688.7	gi|226313000|ref|YP_002772894.1| DNA translocase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002072	gi|226312993|ref|YP_002772887.1|	47.7	421	219	1	6	426	10	429	8.7e-108	393.7	gi|226312993|ref|YP_002772887.1| hypothetical protein BBR47_34060 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002073	gi|337749981|ref|YP_004644143.1|	57.8	431	179	2	1	431	1	428	3.1e-145	518.1	gi|337749981|ref|YP_004644143.1| hypothetical protein KNP414_05749 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002074	gi|430750247|ref|YP_007213155.1|	43.8	249	139	1	39	287	1	248	1.1e-53	213.4	gi|430750247|ref|YP_007213155.1| dehydrogenase [Thermobacillus composti KWC4]
fake_2M_genome_002077	gi|260893775|ref|YP_003239872.1|	51.4	72	35	0	4	75	3	74	4.3e-13	79	gi|260893775|ref|YP_003239872.1| transcriptional regulator [Ammonifex degensii KC4]
fake_2M_genome_002078	gi|226312988|ref|YP_002772882.1|	39.6	91	52	1	4	91	3	93	3.6e-08	61.6	gi|226312988|ref|YP_002772882.1| DNA-binding protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002079	gi|375008267|ref|YP_004981900.1|	48.6	72	37	0	4	75	3	74	3.3e-12	76.3	gi|375008267|ref|YP_004981900.1| transcriptional regulator, XRE [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002080	gi|430750244|ref|YP_007213152.1|	33.3	156	98	3	1	156	1	150	1.7e-11	73.2	gi|430750244|ref|YP_007213152.1| hypothetical protein Theco_2032 [Thermobacillus composti KWC4]
fake_2M_genome_002082	gi|226312986|ref|YP_002772880.1|	69.1	188	58	0	1	188	1	188	4.5e-64	247.3	gi|226312986|ref|YP_002772880.1| CDP-diacylglycerol--glycerol-3- phosphate 3-phosphatidyltransferase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002083	gi|226312985|ref|YP_002772879.1|	46.9	414	218	2	1	413	4	416	1.4e-99	366.3	gi|226312985|ref|YP_002772879.1| CinA-like protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002084	gi|226312984|ref|YP_002772878.1|	61.1	525	202	2	1	524	1	524	3e-179	631.3	gi|226312984|ref|YP_002772878.1| ATP-dependent RNA helicase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002085	gi|16801425|ref|NP_471693.1|	62.6	99	37	0	4	102	3	101	3.9e-30	133.7	gi|16801425|ref|NP_471693.1| hypothetical protein lin2362 [Listeria innocua Clip11262]
fake_2M_genome_002086	gi|15614946|ref|NP_243249.1|	84.8	343	49	1	1	340	1	343	6.2e-160	566.6	gi|15614946|ref|NP_243249.1| recombinase A [Bacillus halodurans C-125]
fake_2M_genome_002087	gi|226312982|ref|YP_002772876.1|	37.2	207	130	0	18	224	6	212	2.4e-32	142.1	gi|226312982|ref|YP_002772876.1| regulatory protein RecX [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002088	gi|15614945|ref|NP_243248.1|	50.9	328	161	0	1	328	2	329	2.5e-99	365.2	gi|15614945|ref|NP_243248.1| hypothetical protein BH2382 [Bacillus halodurans C-125]
fake_2M_genome_002089	gi|332981393|ref|YP_004462834.1|	48.5	200	102	1	1	199	4	203	1.3e-51	207.2	gi|332981393|ref|YP_004462834.1| SMC domain-containing protein [Mahella australiensis 50-1 BON]
fake_2M_genome_002091	gi|15614942|ref|NP_243245.1|	54.8	210	95	0	9	218	11	220	1.7e-59	232.3	gi|15614942|ref|NP_243245.1| hypothetical protein BH2379 [Bacillus halodurans C-125]
fake_2M_genome_002092	gi|337749967|ref|YP_004644129.1|	83.2	381	64	0	137	517	133	513	6.6e-179	630.2	gi|337749967|ref|YP_004644129.1| 2'3'-cyclic-nucleotide 2'-phosphodiesterase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002093	gi|212639359|ref|YP_002315879.1|	57.3	262	110	2	1	261	23	283	8.5e-90	333.2	gi|212639359|ref|YP_002315879.1| calcineurin-like phosphoesterase [Anoxybacillus flavithermus WK1]
fake_2M_genome_002094	gi|295696224|ref|YP_003589462.1|	96.5	86	3	0	1	86	1	86	6.1e-37	156	gi|295696224|ref|YP_003589462.1| Stage V sporulation protein S [Kyrpidia tusciae DSM 2912]
fake_2M_genome_002095	gi|449090719|ref|YP_007423160.1|	44.6	303	165	3	1	303	1	300	6.2e-71	270.8	gi|449090719|ref|YP_007423160.1| hypothetical protein HD73_4061 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_002096	gi|212639356|ref|YP_002315876.1|	68.3	580	181	2	1	580	1	577	4.5e-232	807	gi|212639356|ref|YP_002315876.1| 2-oxoglutarate ferredoxin oxidoreductase subunit alpha [Anoxybacillus flavithermus WK1]
fake_2M_genome_002097	gi|212639355|ref|YP_002315875.1|	77	287	66	0	1	287	8	294	3.2e-130	467.6	gi|212639355|ref|YP_002315875.1| 2-oxoglutarate ferredoxin oxidoreductase subunit beta [Anoxybacillus flavithermus WK1]
fake_2M_genome_002098	gi|226312974|ref|YP_002772868.1|	44.4	250	134	3	1	246	1	249	1.5e-56	222.6	gi|226312974|ref|YP_002772868.1| hypothetical protein BBR47_33870 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002099	gi|449088457|ref|YP_007420898.1|	63.3	188	69	0	1	188	1	188	1.8e-60	235.3	gi|449088457|ref|YP_007420898.1| xanthine phosphoribosyltransferase [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_002100	gi|212639354|ref|YP_002315874.1|	74.2	481	124	0	5	485	42	522	1.4e-210	735.3	gi|212639354|ref|YP_002315874.1| (dimethylallyl)adenosine tRNA methylthiotransferase [Anoxybacillus flavithermus WK1]
fake_2M_genome_002101	gi|226312966|ref|YP_002772860.1|	40.5	131	78	0	5	135	7	137	1.2e-18	95.9	gi|226312966|ref|YP_002772860.1| hypothetical protein BBR47_33790 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002103	gi|296132618|ref|YP_003639865.1|	35.8	321	202	3	138	456	185	503	1.1e-52	210.7	gi|296132618|ref|YP_003639865.1| hypothetical protein TherJR_1100 [Thermincola potens JR]
fake_2M_genome_002104	gi|350272892|ref|YP_004884200.1|	39.1	535	277	11	1	489	1	532	1.6e-92	343.2	gi|350272892|ref|YP_004884200.1| group II intron-encoded protein [Oscillibacter valericigenes Sjm18-20]
fake_2M_genome_002105	gi|226312963|ref|YP_002772857.1|	54	845	368	7	4	845	33	859	9.6e-244	846.3	gi|226312963|ref|YP_002772857.1| DNA mismatch repair protein MutS [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002106	gi|226312962|ref|YP_002772856.1|	46.2	692	334	9	1	656	1	690	4.2e-162	574.7	gi|226312962|ref|YP_002772856.1| DNA mismatch repair protein MutL [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002107	gi|169830746|ref|YP_001716728.1|	50	262	123	4	1	258	7	264	1.3e-58	229.6	gi|169830746|ref|YP_001716728.1| hypothetical protein Daud_0555 [Candidatus Desulforudis audaxviator MP104C]
fake_2M_genome_002108	gi|226312956|ref|YP_002772850.1|	56.5	308	129	2	2	304	6	313	4.6e-95	350.9	gi|226312956|ref|YP_002772850.1| tRNA delta(2)-isopentenylpyrophosphate transferase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002109	gi|226312955|ref|YP_002772849.1|	77.2	79	18	0	1	79	1	79	9.8e-29	128.6	gi|226312955|ref|YP_002772849.1| Hfq protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002110	gi|430749975|ref|YP_007212883.1|	61.8	293	108	2	24	312	31	323	1.3e-95	352.8	gi|430749975|ref|YP_007212883.1| AAA ATPase [Thermobacillus composti KWC4]
fake_2M_genome_002111	gi|226312943|ref|YP_002772837.1|	55.5	402	176	2	6	404	5	406	7.2e-115	417.2	gi|226312943|ref|YP_002772837.1| GTP-binding protein HflX [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002112	gi|226312942|ref|YP_002772836.1|	58.4	418	174	0	4	421	1	418	2.8e-143	511.5	gi|226312942|ref|YP_002772836.1| aluminum resistance protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002113	gi|222150680|ref|YP_002559833.1|	38.4	159	98	0	1	159	1	159	1.3e-21	105.9	gi|222150680|ref|YP_002559833.1| hypothetical protein MCCL_0430 [Macrococcus caseolyticus JCSC5402]
fake_2M_genome_002114	gi|23099105|ref|NP_692571.1|	55.5	128	54	1	5	132	3	127	4.1e-32	140.6	gi|23099105|ref|NP_692571.1| glutamine synthetase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_002115	gi|226312940|ref|YP_002772834.1|	76.7	446	102	1	1	446	1	444	3.9e-204	713.8	gi|226312940|ref|YP_002772834.1| glutamine synthetase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002117	gi|148378289|ref|YP_001252830.1|	48.4	248	126	2	2	248	1	247	6.1e-61	237.3	gi|148378289|ref|YP_001252830.1| transcriptional regulator [Clostridium botulinum A str. ATCC 3502]
fake_2M_genome_002118	gi|148378290|ref|YP_001252831.1|	69	374	116	0	1	374	6	379	1.1e-144	516.2	gi|148378290|ref|YP_001252831.1| PTS system glucose/maltose-specfic transporter subunit IIBC [Clostridium botulinum A str. ATCC 3502]
fake_2M_genome_002119	gi|148378290|ref|YP_001252831.1|	57.6	132	50	2	3	134	402	527	7.3e-32	139.8	gi|148378290|ref|YP_001252831.1| PTS system glucose/maltose-specfic transporter subunit IIBC [Clostridium botulinum A str. ATCC 3502]
fake_2M_genome_002120	gi|148378291|ref|YP_001252832.1|	79.5	440	90	0	11	450	5	444	3e-212	740.7	gi|148378291|ref|YP_001252832.1| maltose-6'-phosphate glucosidase [Clostridium botulinum A str. ATCC 3502]
fake_2M_genome_002121	gi|408357496|ref|YP_006846027.1|	40.4	275	164	0	9	283	5	279	2e-55	219.2	gi|408357496|ref|YP_006846027.1| hydrolase [Amphibacillus xylanus NBRC 15112]
fake_2M_genome_002122	gi|163857452|ref|YP_001631750.1|	30.9	94	64	1	3	95	11	104	9e-06	52.8	gi|163857452|ref|YP_001631750.1| hypothetical protein Bpet3140 [Bordetella petrii DSM 12804]
fake_2M_genome_002123	gi|375007641|ref|YP_004981274.1|	40.2	219	131	0	8	226	10	228	1.5e-45	186	gi|375007641|ref|YP_004981274.1| transcriptional regulator, Crp [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002124	gi|226310731|ref|YP_002770625.1|	55	404	182	0	1	404	1	404	4.1e-131	471.1	gi|226310731|ref|YP_002770625.1| nitric oxide dioxygenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002125	gi|226310779|ref|YP_002770673.1|	54.2	273	116	3	24	293	21	287	5e-86	320.9	gi|226310779|ref|YP_002770673.1| quinol oxidase polypeptide II [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002126	gi|226310780|ref|YP_002770674.1|	69	633	194	1	14	644	18	650	4.9e-272	939.9	gi|226310780|ref|YP_002770674.1| quinol oxidase polypeptide I [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002127	gi|375010637|ref|YP_004984270.1|	54.2	179	82	0	27	205	25	203	1.1e-52	209.5	gi|375010637|ref|YP_004984270.1| quinol oxidase subunit 3 [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002128	gi|339626669|ref|YP_004718312.1|	38.2	89	55	0	6	94	33	121	5e-11	70.1	gi|339626669|ref|YP_004718312.1| cytochrome o ubiquinol oxidase subunit iv [Sulfobacillus acidophilus TPY]
fake_2M_genome_002129	gi|339629480|ref|YP_004721123.1|	51.1	278	136	0	23	300	15	292	2.9e-73	278.5	gi|339629480|ref|YP_004721123.1| heme O synthase [Sulfobacillus acidophilus TPY]
fake_2M_genome_002130	gi|339629339|ref|YP_004720982.1|	33.3	300	181	6	16	306	11	300	4.3e-40	168.3	gi|339629339|ref|YP_004720982.1| cytochrome oxidase assembly [Sulfobacillus acidophilus TPY]
fake_2M_genome_002131	gi|375006986|ref|YP_004980617.1|	75	132	33	0	30	161	3	134	1.6e-54	215.3	gi|375006986|ref|YP_004980617.1| hypothetical protein [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002132	gi|186686286|ref|YP_001869482.1|	51.2	250	121	1	1	249	1	250	7.5e-75	283.5	gi|186686286|ref|YP_001869482.1| methyltransferase type 11 [Nostoc punctiforme PCC 73102]
fake_2M_genome_002133	gi|337749375|ref|YP_004643537.1|	67.7	356	109	3	10	361	10	363	4.7e-139	497.3	gi|337749375|ref|YP_004643537.1| radical SAM protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002134	gi|182412841|ref|YP_001817907.1|	42.6	284	150	4	39	314	241	519	1.1e-64	250	gi|182412841|ref|YP_001817907.1| nitrite reductase [Opitutus terrae PB90-1]
fake_2M_genome_002135	gi|339627041|ref|YP_004718684.1|	57.3	96	41	0	4	99	3	98	4.1e-29	130.2	gi|339627041|ref|YP_004718684.1| hypothetical protein TPY_0746 [Sulfobacillus acidophilus TPY]
fake_2M_genome_002136	gi|392374744|ref|YP_003206577.1|	30.6	408	264	7	5	401	15	414	2.9e-39	166	gi|392374744|ref|YP_003206577.1| hypothetical protein DAMO_1688 [Candidatus Methylomirabilis oxyfera]
fake_2M_genome_002137	gi|430749567|ref|YP_007212475.1|	42.2	199	86	3	1	170	1	199	2e-34	148.7	gi|430749567|ref|YP_007212475.1| hypothetical protein Theco_1311 [Thermobacillus composti KWC4]
fake_2M_genome_002138	gi|375007648|ref|YP_004981281.1|	63.2	76	28	0	3	78	2	77	2.5e-24	114	gi|375007648|ref|YP_004981281.1| hypothetical protein [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002140	gi|220918945|ref|YP_002494249.1|	66	577	195	1	13	589	164	739	6.2e-237	823.2	gi|220918945|ref|YP_002494249.1| nitric-oxide reductase [Anaeromyxobacter dehalogenans 2CP-1]
fake_2M_genome_002141	gi|146300168|ref|YP_001194759.1|	60	130	52	0	2	131	3	132	1.6e-44	181.8	gi|146300168|ref|YP_001194759.1| nitric oxide reductase large subunit-like protein [Flavobacterium johnsoniae UW101]
fake_2M_genome_002142	gi|226311401|ref|YP_002771295.1|	72.5	338	92	1	5	342	7	343	2.6e-147	524.6	gi|226311401|ref|YP_002771295.1| uroporphyrinogen decarboxylase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002143	gi|15613766|ref|NP_242069.1|	66.6	305	100	1	5	309	4	306	3.8e-121	437.6	gi|15613766|ref|NP_242069.1| ferrochelatase [Bacillus halodurans C-125]
fake_2M_genome_002144	gi|375007523|ref|YP_004981156.1|	56.5	467	198	3	1	466	1	463	1.8e-143	512.3	gi|375007523|ref|YP_004981156.1| protoporphyrinogen oxidase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002145	gi|337747991|ref|YP_004642153.1|	62.6	246	92	0	1	246	1	246	3e-92	341.3	gi|337747991|ref|YP_004642153.1| hypothetical protein KNP414_03744 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002146	gi|169828500|ref|YP_001698658.1|	51.2	215	105	0	1	215	1	215	5.4e-66	253.8	gi|169828500|ref|YP_001698658.1| chloramphenicol acetyltransferase [Lysinibacillus sphaericus C3-41]
fake_2M_genome_002147	gi|449091482|ref|YP_007423923.1|	47.9	167	87	0	1	167	1	167	2.6e-39	164.9	gi|449091482|ref|YP_007423923.1| DinB [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_002148	gi|15614452|ref|NP_242755.1|	51.4	313	152	0	1	313	1	313	5.1e-89	330.9	gi|15614452|ref|NP_242755.1| hypothetical protein BH1889 [Bacillus halodurans C-125]
fake_2M_genome_002149	gi|337748254|ref|YP_004642416.1|	77.9	429	94	1	2	430	5	432	1.9e-203	711.4	gi|337748254|ref|YP_004642416.1| protein AsnS [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002150	gi|375009226|ref|YP_004982859.1|	46.7	227	115	4	15	239	10	232	5.7e-48	194.1	gi|375009226|ref|YP_004982859.1| initiation of chromosome replication [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002151	gi|16077238|ref|NP_388051.1|	61.4	293	113	0	5	297	7	299	1.1e-93	346.3	gi|16077238|ref|NP_388051.1| N-acetylmuramic acid 6-phosphate etherase [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_002152	gi|16077237|ref|NP_388050.1|	54.4	270	123	0	4	273	12	281	2.1e-78	295.4	gi|16077237|ref|NP_388050.1| RpiR family transcriptional regulator [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_002153	gi|255767044|ref|NP_388049.3|	73	455	121	1	1	453	1	455	2.4e-169	598.2	gi|255767044|ref|NP_388049.3| PTS system EIIBC component YbbF [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_002154	gi|449092200|ref|YP_007424641.1|	40.9	279	163	2	3	281	7	283	2.2e-54	215.7	gi|449092200|ref|YP_007424641.1| hypothetical protein HD73_5543 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_002155	gi|375010045|ref|YP_004983678.1|	69	387	120	0	1	387	1	387	6.1e-161	570.1	gi|375010045|ref|YP_004983678.1| NADH-dependent butanol dehydrogenase 2 [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_002156	gi|226310514|ref|YP_002770408.1|	52.9	425	194	3	2	421	4	427	1.4e-113	412.9	gi|226310514|ref|YP_002770408.1| branched-chain amino acid transporter carrier protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002157	gi|296133262|ref|YP_003640509.1|	36.2	456	283	5	9	459	8	460	1e-77	293.9	gi|296133262|ref|YP_003640509.1| UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate/D-alanyl-D-alanyl ligase [Thermincola potens JR]
fake_2M_genome_002158	gi|212639296|ref|YP_002315816.1|	67.9	390	118	3	1	388	137	521	5.8e-143	510.4	gi|212639296|ref|YP_002315816.1| multidrug-efflux transporter [Anoxybacillus flavithermus WK1]
fake_2M_genome_002161	gi|15614855|ref|NP_243158.1|	48.6	323	164	2	87	407	103	425	7e-91	337.4	gi|15614855|ref|NP_243158.1| hypothetical protein BH2292 [Bacillus halodurans C-125]
fake_2M_genome_002162	gi|337750462|ref|YP_004644624.1|	53.2	62	29	0	4	65	5	66	3.6e-13	76.6	gi|337750462|ref|YP_004644624.1| CopZ [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002163	gi|169825643|ref|YP_001695801.1|	60.6	803	313	2	1	801	1	802	1.3e-271	938.7	gi|169825643|ref|YP_001695801.1| copper-transporting P-type ATPase copA [Lysinibacillus sphaericus C3-41]
fake_2M_genome_002164	gi|226314586|ref|YP_002774482.1|	50.4	260	125	1	4	263	3	258	4.9e-69	264.2	gi|226314586|ref|YP_002774482.1| enoyl-CoA hydratase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_002165	gi|15614516|ref|NP_242819.1|	39.9	296	172	4	1	291	1	295	7.8e-60	233.8	gi|15614516|ref|NP_242819.1| hypothetical protein BH1953 [Bacillus halodurans C-125]
fake_2M_genome_002166	gi|430749388|ref|YP_007212296.1|	40.6	244	142	3	1	241	2	245	3.9e-42	174.9	gi|430749388|ref|YP_007212296.1| short-chain dehydrogenase [Thermobacillus composti KWC4]
fake_2M_genome_002167	gi|269836172|ref|YP_003318400.1|	60.3	360	141	2	4	362	20	378	3.4e-129	464.5	gi|269836172|ref|YP_003318400.1| class II aldolase/adducin family protein [Sphaerobacter thermophilus DSM 20745]
fake_2M_genome_002168	gi|337745846|ref|YP_004640008.1|	59.3	199	81	0	3	201	4	202	3.3e-68	261.2	gi|337745846|ref|YP_004640008.1| hypothetical protein KNP414_01574 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_002169	gi|108805093|ref|YP_645030.1|	56.4	282	111	6	8	279	5	284	2.2e-78	295.4	gi|108805093|ref|YP_645030.1| lipase, class 2 [Rubrobacter xylanophilus DSM 9941]
fake_2M_genome_002170	gi|188586667|ref|YP_001918212.1|	50.6	170	82	1	2	171	14	181	2e-42	175.3	gi|188586667|ref|YP_001918212.1| hypothetical protein Nther_2057 [Natranaerobius thermophilus JW/NM-WN-LF]
fake_2M_genome_002171	gi|16080158|ref|NP_390984.1|	68.6	488	153	0	1	488	1	488	2.9e-200	701	gi|16080158|ref|NP_390984.1| betaine aldehyde dehydrogenase [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_002172	gi|352516634|ref|YP_004885951.1|	64.5	391	139	0	2	392	5	395	2.6e-143	511.5	gi|352516634|ref|YP_004885951.1| alcohol dehydrogenase [Tetragenococcus halophilus NBRC 12172]
